mission,title,subtitle,author,type,desc
Business,The 21 Irrefutable Laws of Leadership,Follow Them and People Will Follow You (10th Anniversary Edition),John C. Maxwell,Philosopher's Notes,"John Maxwell is one of the world’s leading authorities on leadership. He’s trained millions (literally) of leaders and has written over 50 (!) books that have sold over 13 million copies—this one alone has sold over 3 million copies. After a super quick look at the 21 Laws, Big Ideas we explore: The Law of Process (aka: Leaders are learners), the foundation of leadership (= trust), leaders are practical AND visionary, the law of victory (!), and your legacy—what will people say when you die? + What’s your “life sentence”?"
Business,On Becoming a Leader,,Warren Bennis,Philosopher's Notes,"Warren Bennis is one of the world’s leading authorities on leadership. This is, as Peter Drucker puts it, his “most important book.” Big Ideas we explore include the basic ingredients of leadership (#1 = Guiding Vision!), the importance of self-invention (hint: write your own story!), the power of trusting ourselves, choosing to express ourselves rather than prove ourselves, how to cultivate trust, and becoming a world-class leader."
Business,The Leader Who Had No Title,A Modern Fable on Real Success in Business and in Life,Robin Sharma,Philosopher's Notes,"Robin Sharma is one of the world’s top leadership experts. He’s also an extraordinarily inspiring guy. This is an inspiring fable about a disillusioned former veteran (Blake) who meets a mysterious mentor (Tommy) who introduces him to four exceptional leaders who change his life. Via this fun cast of characters, Robin downloads his ENORMOUS array of wisdom on leadership + personal greatness. Big Ideas we explore: the four keys to leading without a title, how to flip the leadership switch, the power of moving thru fear and embracing adversity, a simple way to optimize your relationships, and training like an athlete to achieve your personal greatness."
Business,Extreme Ownership,How U.S. Navy SEALs Lead and Win,"Jocko Willink, Leif Babin",Philosopher's Notes,"Jocko Willink and Leif Babin were two of the most senior (and decorated) SEALS on the ground in the most intense battles of Iraq. In this book they share their leadership lessons on how U.S. Navy SEALs lead and win. It’s an intense, impactful read. Big Ideas we explore include a definition of Extreme Ownership, the fact that there are no bad teams, only bad leaders, how to prioritize and execute and remembering that discipline = freedom."
Business,Executive Toughness,The Mental-Training Program to Increase Your Leadership Performance,Jason Selk,Philosopher's Notes,"Jason Selk is one of the world’s leading peak performance experts. His tagline? “The relentless pursuit of greatness.” If that appeals to you, you’ll love this book. It’s *fantastic*! Big Ideas we explore include the difference between Process and Product Goals, a 100-second mental training workout, why your self-image matters and the REMARKABLE benefits of writing down your goals."
Business,It Worked for Me,In Life and Leadership,General Colin L. Powell,Philosopher's Notes,"Colin Powell is a retired four-star general in the United States Army and has earned numerous military, civilian, and foreign honors. He served four presidential administrations in a variety of roles, most recently as Secretary of State from 2001 to 2005. In this great book, he shares the wisdom he gained that, as per the title, worked for him in life and leadership. It's fantastic. Big Ideas we explore include a super-quick look at his Thirteen Rules, the power of perpetual optimism (it's a force multiplier!), starting with ""It can be done"" (but making sure we're optimists and not stupid :), entering the Zone of Calm (essential for a leader), the fact that good leaders know that good plans are revised immediately, and how to deal with fear and failure."
Business,Louder than Words,Harness the Power of Your Authentic Voice,Todd Henry,Philosopher's Notes,"Todd Henry tells us that history’s most impactful humans all had a unique, powerful, authentic voice. This book is all about helping us harness the power of OUR authentic voice. Three keys: Identity + Vision + Mastery. And, we’ve gotta learn how to own the Big U as we run our own race, have fun in monk mode and practice action + patience."
Business,Grit,The Power of Passion and Perseverance,Angela Duckworth,Philosopher's Notes,"Angela Duckworth is the world’s leading authority on the science of grit. In fact, she pioneered the field and, as Daniel Gilbert says on the cover: “Psychologists have spent decades searching for the secret of success, but Duckworth is the one who found it.” In this Note, we explore the two facets of grit (hint: passion + perseverance, why they’re important and how to cultivate them."
Business,Rethinking Positive Thinking,Inside the New Science of Motivation,Gabriele Oettingen,Philosopher's Notes,"Gabriel Oettingen is one of the world’s leading researchers in “The New Science of Motivation.” The basic idea of the book is captured in a clever image on the cover: Rose colored glasses with one lens cracked. Oettingen walks us thru the compelling research that demonstrates the power of seeing both the positive AND the challenges. When we contrast our wishes with the obstacles to their attainment we, almost magically, catalyze an extraordinarily higher level of performance."
Business,Succeed,How We Can Reach Our Goals,Heidi Grant Halvorson,Philosopher's Notes,"How’d you like the scientific low-down on how to effectively set goals and succeed? Well, Heidi Grant Halvorson, the young Positive Psychology superstar, gives you the goods in this awesome book. You might be surprised by what you learn. It’s not all about vision boards and visualization (obviously). In the Note, we’ll explore all kinds of Big Ideas, including the fact that we need to have a specific, difficult (but attainable) goal we believe we can achieve AND awareness of all the challenges that stand in our way. Powerful stuff."
Business,Spiritual Economics,The Principles and Process of True Prosperity,Eric Butterworth,Philosopher's Notes,"Eric Butterworth is an amazing guy and this book really transformed my relationship to money. In the Note, we'll take a look at the fact that our goal shouldn't be to make money/acquire stuff but to achieve the level of consciousness through which abundance flows through our lives naturally. We'll look at the roots of the words affluence and security and prosperity along with some Big Ideas on how to merge our spirituality and our economics."
Business,Wealth Warrior,The Personal Prosperity Revolution,Steve Chandler,Philosopher's Notes,"How'd you like to be a Wealth Warrior? Steve Chandler takes us on the personal prosperity revolution in this great book. In the Note we'll unpack the fact that it's ALL (!) about profound service, turning pro, converting your dreams into projects, making each day a masterpiece, exiting your comfort zone, and other such goodness."
Business,So Good They Can't Ignore You,Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,Philosopher's Notes,"Cal Newport decodes the pattern of finding work that inspires us and tells us, as per the sub-title, “Why Skills Trump Passion in the Quest for Work You Love.” The title of the book comes from comedian Steve Martin’s advice to aspiring entertainers to “Be so good they can’t ignore you.”"
Business,Crazy Good,A Book of CHOICES,Steve Chandler,Philosopher's Notes,"Steve Chandler tells us “There is bad and there is good . . . And then there is crazy good."" And, our path to living a crazy-good life is simple. It's all about CHOICES. As with all of Steve's books, this one is packed with wisdom. Big Ideas we cover include The 5% Solution, Systems vs. Dreams, Game vs. Shame, and making life an experiment."
Business,Fearless,,Steve Chandler,Philosopher's Notes,"Want to be fearless? Then you’ll love this book. And this Note. Steve Chandler is a funny guy. And, he’s brilliant. I really like that combo. :) We have Notes on two of his other great books: 100 Ways to Motivate Yourself + Time Warrior. All of Steve’s books are quick-reading, wisdom-packed gems that will make you laugh as you get your wisdom on. In this Note, we’ll have fun eliminating fear from our lives as we learn how to challenge fear thoughts, make tectonic shifts, and discover the secret of life. Good times!"
Business,CREATOR,,Steve Chandler,Philosopher's Notes,"This is our 7th Note on one of Steve Chandler's dozens of books. As with all his others, this one is written in his ineffably self-effacingly funny and witty and wise style. Big Ideas we cover include: Meeting the coolest new Sphere (Hint: YOU! Codename: CREATOR!), two questions to guide your life (""Given whatever's going on, what would you like to create?"" Plus: ""Who do you need to be to rock that?""), the power of severe pruning, relax (and just do your job), the checklist (how's yours?), and grow lights (remember: What you shine the spotlight of your attention on grows!!)."
Business,The Compound Effect,"Jumpstart Your Income, Your Life, Your Success",Darren Hardy,Philosopher's Notes,"Darren Hardy is the Publisher of SUCCESS magazine and knows a thing or 1,000 about success. It's all boiled down into this little manifesto on The Compound Effect. The equation? Small, Smart Choices + Consistency + Time = RADICAL DIFFERENCE. In the Note, we'll check out the power of compounding and how to welcome Mr. Mo to the party and create your greatest life."
Business,Influence,"The Psychology of Persuasion, Revised Edition","Robert Cialdini, PhD",Philosopher's Notes,"This is the classic text on the psychology of persuasion. Robert Cialdini is a professor of both psychology and marketing at Arizona State University. He’s one of the world’s leading experts on the psychology of persuasion. The book is simultaneously kind of a consumer protection guide (how not to be duped) AND a manual for marketers (how to sell your stuff!). Cialdini has identified six core psychological principles of persuasion. We take a quick look at each, how they can be used for good or ill and how to apply the wisdom to our lives today."
Business,Making Hope Happen,Create the Future You Want for Yourself and Others,"Shane J. Lopez, PhD",Philosopher's Notes,"Did you know there's a science of hope? Yep. And Shane Lopez is the world's leading researchig studying the science of hope. This book is an inspiring look at the nuts and bolts of cultivating hope. Big Ideas we explore include differentiating hope from fantastizing and dwelling, the three keys to hope (goals + agency + pathways) , futurecasting, sirens, when/where plans and why hope is so important for leadership."
Business,Noble Purpose,The Joy of Living a Meaningful Life,William Damon,Philosopher's Notes,"William Damon is one of the world’s leading scientists studying human development and the psychology of morality. In this book, he gives us a guide to discovering and creating our noble purpose. Big Ideas we explore include making a distinction between noble and heroic, the ultimate purpose formula, 9 tips on how to cultivate your noble purpose, the one phrase your advisor should whisper in your ears when you’ve achieved ultimate success, and how to create true, sustainable happiness."
Business,Optimal Capitalism,,,+1s,"Continuing our chat about How to Prosper, let’s talk about another facet of our session on the subject with our Mastery-Coaches."
Business,Business as a Force for Good,,,+1s,"In our last +1, we took a very quick, high-level look at the growing recognition of the fact that businesses can (and I’d say must!) be used as a force for good."
Business,Investment Strategies,,,+1s,"In our last couple +1s, we opened up The Economist and chatted about the rise of purpose-driven businesses in general and Public Benefit Corporations in particular."
Business,Ready Fire Aim,,,+1s,John Mackey created Whole Foods Market and captured the principles of how he deliberately created a purpose-driven business at scale in his great book Conscious Capitalism.
Business,How's Your Hedgehog?,,,+1s,"Jim Collins is arguably the greatest business thinker alive. He’s written classics like Good to Great, Built to Last and Great by Choice in which he applies rigorous research to what makes great companies great."
Business,Zero-Based Thinking,,,+1s,"Brian Tracy is one of my favorite old-school self-development teachers. I can still remember listening to his CDs back in the day when I was first getting into all this stuff. And, we’ve covered a number of his books including Maximum Achievement, Eat that Frog, Goals!, Focal Point and No Excuses."
Business,Mistake-Learner’s High,,,+1s,"In our last +1, we talked about Phil Stutz’ great phrase: “Endlessly evolving process.”"
Business,Making Money BECAUSE You Sleep,,,+1s,"In our last +1, we talked about setting your “work-down” alarm so you don’t need to set a “wake-up” alarm. (For what time did you set YOUR alarm? :)"
Business,Wealth thru Profound Service,,,+1s,"When I worked with Steve Chandler, one of the themes of our work together was “creating wealth through profound service.”"
Business,"Now, What Doesn’t Need to Get Done?",,,+1s,"Peter Drucker is known as the “Father of Modern Management.” Basically, he was the greatest business thinker of the 20th century."
Business,Yes Lives in the Land of No,,,+1s,"In our last +1, we talked about mastering Ownish and noticing when we slip into Victimese. (We also talked about going all in and mastering the dialect of Extreme Ownish—which, I’m told, is where it’s REALLY at. 🤓)"
Business,Severe Pruning,,,+1s,Steve Chandler has a new book called CREATOR. It’s awesome.
Business,Grow Lights,,,+1s,"In our last +1, we did some severe pruning with Steve Chandler and Ralph Waldo Emerson. (How’d that go for you? More specifically: What went for you? 🤓)"
Business,Power x3,,,+1s,"Way back in the day, we talked about Rick Snyder’s wisdom on The Science of Hope."
Business,Prosper = “to Go Forward Hopefully”,,,+1s,"In our last couple +1s, we took a quick look at some of my recent attempts to cool-ify and kid-ify the idea that delaying gratification via saving/investing money is awesome. 🤓"
Business,Prosper + Prospectus,,,+1s,"In our last +1, we revisited our Spiritual Economics dictionary to redefine some key terms. Specifically: Affluence + Security + Prosperity."
Business,Micro Prospectus,,,+1s,Not too long ago we talked about the fact that the word prosperity literally means “to go forward with hope.”
Business,How to Get Perspective,,,+1s,"Not too long ago, we hung out with my friend Tripp Lanier who helped us gain perspective via a little thought exercise that included us looking through the Hubble telescope at distant galaxies."
Business,The Obstacle Is the Way,,,+1s,Marcus Aurelius once wrote to himself in the journal he never intended to publish that we now know as Meditations that “The impediment to action advances the action. What stands in the way becomes the way.”
Business,The Stockdale Paradox,,,+1s,Vice Admiral James Stockdale was shot down during the Vietnam War. He spent seven and a half years in a brutal prison camp. He spent four of those years in solitary confinement and two years in leg irons. He was tortured fifteen times.
Business,Reverse Indicators,,,+1s,"So, let’s say you’ve decided to embark on a heroic quest. It’s time for you to leave the normal, routine life and really go for it—stretching yourself to dare greatly and do what you’re here to do."
Business,Infinite Optionality,,,+1s,Let’s talk some more about how to become Antifragile.
Business,Agency = Doing,,,+1s,"In our last couple +1s, we’ve been talking about Agency. I promised we’d get into how The Power of Agency guys tell us we can build our agency."
Business,Targeted Thinking,,,+1s,I’ve been thinking a lot about the whole idea of “neutral” thinking since I first read about it in Trevor Moawad’s It Takes What It Takes.
Business,World Champion You Training Camp,,,+1s,Josh Waitzkin is a fascinating guy. You know that movie Searching for Bobby Fisher featuring a little chess prodigy kid?
Business,Prior Best = New Baseline,,,+1s,"In our last +1, we entered our World Champion You Training Camp."
Business,Sacrifices vs. Decisions,,,+1s,Georges St-Pierre is one of the greatest mixed martial artists in the world. Ever.
Business,50 Pounds = A,,,+1s,Imagine this: It’s your first day of art class. You signed up for an intro class on pottery. (Nice! Go you!)
Business,5 Steps to Success,,,+1s,Ray Dalio is one of the most successful people alive. Time magazine says he’s one of the 100 most influential people on the planet while Fortune magazine says his company (Bridgewater Associates) is the fifth most important private company in the U.S. and Forbes tells us he’s one of the 100 wealthiest people alive.
Business,How to Deal with Either/Or Situations,,,+1s,Ray Dalio shares a ton of wisdom in his epic book Principles. Here’s an idea I come back to often in my coaching sessions and in my own strategic thinking.
Business,Endlessly Evolving Process,,,+1s,"In our last +1, we talked about zero-based thinking and reflected on the powerful question of asking ourselves whether, knowing what we now know, we’d have started doing some of the things we’re doing."
Business,The Greatest Stock Market,,,+1s,"In our last +1, we met one of my heroes, Mrs. Kristie Kuehnast. I smile with joy (and in awe) every time I imagine her fifth-grade students coming back into the classroom after their mile run to sit down and watch a new +1."
Business,Success Math,,,+1s,"Matt McCall is one of the leading venture capitalists in the world. He also happens to be a friend and advisor and personal investor in Heroic. (And, perhaps most importantly, his license plate says “KARMA” which I think is pretty epically cool.)"
Business,Time Management Drucker Style,,,+1s,Peter Drucker is considered the father of modern management. The greatest business thinker of the 20th century.
Business,Synergy: When 1 + 1 = 3 (or Even 4),,,+1s,We’re on the home stretch of our quick sprint through Stephen Covey’s 7 Habits.
Business,Finish Strong,,,+1s,"As we’ve discussed a few times, I went to UCLA. First generation college student. Studied Psychology and Business."
Business,How to Melt Obstacles,,,+1s,This morning I’ve been working on a Gordian Knot in our business.
Business,The Power of Micro Wins,,,+1s,"Continuing our theme of spending time with some of the best productivity thinkers on the planet, let’s cruise on over to Harvard Business School and spend some time with its head of research, Teresa Amabile."
Business,"""I'm Excited!""",,,+1s,Alison Wood Brooks is a researcher at Harvard Business School. She studies the most effective strategy for dealing with acute stress.
Business,Envy: The Ulcer of the Soul,,,+1s,"The other day I was reading a great book called Company of One by Paul Jarvis. Sub-title: Why Staying Small Is the Next Big Thing for Business. Alexandra got it for me. (Thanks, Darling! 😘)"
Business,The Master Fails More Times,,,+1s,"​​A few +1s ago, we had fun chatting about the starting and finish lines of my first business, eteamz."
Business,Bless Your Bills,,,+1s,"In our last few +1s, we took a very quick, high-level look at the growing recognition of the fact that businesses can (and I’d say must!) be used as a force for good."
Business,Ink Blobs & Emptiness,,,+1s,Today we’re going to talk about ink blobs and emptiness.
Business,Antifragile Barbells,,,+1s,"Continuing our Antifragile theme, let’s talk about another way Nassim Taleb tells us to approach things if we want to avoid being fragile. He’s using this example in the context of investing but I love to apply it to EVERYTHING."
Business,Antifragile Buoyancy,,,+1s,"A couple +1s ago, we talked about the power of buoyancy and the optimal ratio of positive to negative."
Business,Peter Drucker on Creativity,,,+1s,"In our last +1, we talked about Twyla Tharp’s great book The Creative Habit. In addition to seeing who she thinks wins the philosophical tug of war on what makes people creative (effort for the win!), we also talked about establishing our own creative habit of doing some Pre-Input Deep Work every morning."
Business,Do You Think You Can?,,,+1s,"In our last +1, we hung out with Mister Rogers and his barrelful of songs."
Business,Counting Pearls vs. Stringing Pearls,,,+1s,"Not too long ago, we spent some time with my Yoda (aka Phil Stutz) and he taught us the power of what he calls “stringing pearls.” (It was Part 2 in our Yoda’s Law of Action series. 🤓)"
Business,WIG vs. Whirlwind,,,+1s,"Continuing our Productivity 101 theme, here’s another gem from the 4DX guys."
Business,Ambition + Routine,,,+1s,"Daily Rituals is a fascinating book that features brief vignettes of the idiosyncratic habits of 161 of history’s most iconoclastic writers, scientists and other great thinkers—ranging from W.H. Auden, Charles Darwin and Carl Jung to Stephen King, Benjamin Franklin and Mozart."
Business,Your Genius Zone,,,+1s,Gay Hendricks tells us that we need to make a big leap into our Genius Zone.
Business,Your Genius Zone - Part 2,,,+1s,"Many moons ago, very early in our +1 journey together, we talked about Gay Hendricks’ wisdom on your Genius Zone."
Business,Neutral Thinking,,,+1s,"A couple +1s ago, we had some fun hanging out with Trevor Moawad and discussed some wisdom from his great book: It Takes What It Takes."
Business,Team Work,,,+1s,Today’s Day 1 of our Heroic Mastery Series and Coach-Class II certification programs.
Business,Compete? Nah. Create!,,,+1s,"In The Science of Getting Rich (best title ever?), Wallace D. Wattles (definitely best name ever) tells us that, if we want to enjoy the process of creating abundance in every facet of our lives, we need to make sure we focus on CREATING not COMPETING."
Business,Super-Quick Hope Building Tip,,,+1s,"In our last +1, we talked about the importance of goals as they relate to having high hope."
Business,High Quality Work Produced =,,,+1s,"Back in the day, we chatted about Cal Newport’s Deep Work Equation."
Business,Fall Down Seven Times,,,+1s,"In our last few +1s, we’ve been spending some time with world-class fear wolf-tamer, Mark Divine as we explore wisdom from his new book Staring Down the Wolf."
Business,A New Take on Mis-takes,,,+1s,"In our last +1, we spent some time with an Academy Award-nominated documentarian who reminded us that we need to be willing to fail."
Business,How Bad Do You Want It?,,,+1s,Matt Fitzgerald wrote a great book called How Bad Do You Want It?
Business,Warren Buffett on Goal Setting,,,+1s,"In Born for This, Chris Guillebeau tells us that, according to legend, Warren Buffet once gave a struggling friend a three steps process for setting goals. Here’s the quick look."
Business,High-Hanging Fruit,,,+1s,"In our last +1, we spent some time with Tim Ferriss, setting some unusually large goals and thinking about the fact that those jumbo goals can often be, paradoxically, easier to reach than the “realistic” goals that everyone else is going after."
Business,Psychological Billionaires,,,+1s,"Continuing our abundance theme, let’s talk about WHY we may be trying to make money and create wealth."
Business,Rome Wasn’t Built In a Day,,,+1s,"In our last +1, we briefly chatted about John Harrison’s decades-long (!!!) quest to bring the world precision timekeeping."
Business,Gains: Micro + Jumbo,,,+1s,"In our last +1, we had fun hopping in the Optimizing River of Flexibility for a little CANOE-ing fun. (Constant And Never-ending Optimizing Experimentation for the (joyful!) win!!)"
Business,Iconoclast,A Neuroscientist Reveals How to Think Differently,"Gregory Berns, MD, PhD",Philosopher's Notes,"Wonder what the iconoclast’s brain looks like? Well, that’s what this book is all about. Our guide is Gregory Berns, one of the world’s leading pioneers (iconoclasts?) in the field of neuroeconomics. Berns is a professor in the department of Psychiatry and Economics and at the Goizeta Business School at Emory University. This book is a fascinating look at the three primary facets of the iconoclast’s brain (perception + courage + social skills), brought to life via research studies and biographical sketches of modern iconoclasts. Big Ideas we cover: how to change the way you see the world, how to control your fear and how to build your social skills (hint: be a good human)."
Business,JAY-Z,Made in America,Michael Eric Dyson,Philosopher's Notes,"Michael Eric Dyson is one of America’s premier public intellectuals and the author of a number of New York Times bestselling books. He’s also an ordained Baptist minister who got a Ph.D. in Religion from Princeton. And, he is a Professor of Sociology at Georgetown where he’s taught classes on “the fusion of politics, hip-hop and race relations” including “Sociology of Hip-Hop.” He’s also been teaching classes on JAY-Z and his poetry for years. I really enjoyed the book for a number of reasons. First, Michael is a brilliant, captivating writer. Second, JAY-Z is an equally brilliant, captivating subject for Michael’s analysis. And, finally, as a white man trying to open my eyes to the realities of the racial issues in our culture, I found this book to be a perfect opportunity to deepen my perspective while appreciating two genius artists at work. If that sounds like fun, I think you’ll enjoy the book as much as I did."
Business,Make Your Mark,The Creative's Guide to Building a Business with Impact (The 99U Book Series),Jocelyn K. Glei,Philosopher's Notes,"This is the third installment in 99U’s book series on the “missing curriculum” for creative leaders. Like the other two, it’s a collection of short essays by great leaders + creators + writers. The content is organized in four domains: 1) Defining your purpose + 2) Building your product + 3) Serving your customers + 4) Leading your team. Big Ideas we explore include purpose, eating your own dog food (aka making something YOU are excited to use), serving profoundly, character as your #1 asset and the power of just getting started!"
Business,Shoe Dog,A Memoir by the Creator of Nike,Phil Knight,Philosopher's Notes,"Phil Knight created Nike. This book is a *phenomenally* well-written, funny, tear-jerking, inspiring look at how he and his eclectic team of misfit geniuses made Nike one of the most iconic brands in the world. If you’re into sports, business and hero’s journeys, you’ll love it. I highly recommend it. Big Ideas we explore include: Crazy Ideas, victory, billionaires getting their credit cards declined (before they’re billionaires), optimal business, gratitude, luck and answering your calling."
Business,Super Rich,A Guide to Having It All,Russell Simmons,Philosopher's Notes,"Russell Simmons. Part vegan-yogi. Part pop icon. 100% awesome. (And *really* funny. :) In PN - Volume I we did a Note on his great book Do You! and I’m excited to share some of my favorite Big Ideas from this fun weekend read as well. Favorites include getting on the right train, becoming a business yogi, the power of hard work, and cleaning out the junk mail in our minds!"
Business,The Art of Achievement,Mastering the 7 C's of Success in Business and Life,Tom Morris,Philosopher's Notes,"Tom Morris is my favorite living philosopher. As a former Professor at Notre Dame with a dual Ph.D. in Religion and Philosophy, he blends old school, rigorous philosophy with amodern sense of fun. In this Note, we have fun getting our wisdom on with his “7 C’s of Success”: Conception, Confidence, Concentration, Consistency, Commitment, Character and a Capacity to Enjoy. Good times."
Business,The Greatest Salesman in the World,,Og Mandino,Philosopher's Notes,"Would you like to be the greatest version of you? Og Mandino's classic can help with that. The best selling book on sales ever written is really a fun fable about how to achieve success in any/ever domain. In the Note, we unroll the ""10 ancient scrolls"" of wisdom to discover that obstacles are our friends, good habits are essential and other such goodness."
Relationships,Love 101,,,101 Classes,"Want to optimize your relationship? My wife, Alexandra, joins us for this special class. Join us as we explore 10 of our favorite Big Ideas–starting with a definition of love then looking at the difference between falling in vs. standing in love and then some nuts and bolts Ideas on how to rock it."
Relationships,Happy Together,Using the Science of Positive Psychology to Build Love That Lasts,"Suzann Pileggi Pawelski, MAPP, James O. Pawelski Ph.D.",Philosopher's Notes,"Suzie and James Pawelski are two of the world's leading positive psychology experts. James cofounded the Master of Applied Positive Psychology program at the University of Pennsylvania with Martin Seligman while Suzie is a graduate of the program and a leading freelance writer and consultant. Together they've written an incredible book on ""Using the Science of Positive Psychology to Build Love That Lasts."" I’ve been waiting for a very long time for the book that would make me say: “READ THIS BOOK if you want to figure out how to integrate Ancient Wisdom + Modern Science + Practical Tools to Optimize your relationship.” And, well, THIS book is it. I HIGHLY recommend it. In fact, it's not only my #1 Love book recommendation, it's also cracked the Top 10 all-time greatest list. Big Ideas we explore include The Relationship Gym (hit it!), Aristotelian Lovers (the REAL Soul Mates), SNAP (James geniuses x2), Know Thy... (self and thy partner!), and Love Is an Action Verb (let's commit to flourishing together TODAY!)."
Relationships,Love,What Life is All About,Leo Buscaglia,Philosopher's Notes,"The Doctor of Love is in da house! In this Note, we'll explore some of Buscaglia's Big Ideas on how to live with a lotta Love— starting with the fact that if we want to master the subject, we've gotta *study* it! We'll also look at how important it is to fully express ourselves and that a truly loving relationship is one in which both partners are committed to their own growth and supporting their love's growth. (P.S. My Goddess was the first chica I'd met who'd read this book and I think I fell in love on our 1st date when she told me she loved it, too!)"
Relationships,The Seven Principles for Making Marriage Work,A Practical Guide from the Country's Foremost Relationship Expert,"John M. Gottman, Nan Silver",Philosopher's Notes,"Want to make your relationship work? Then you’d be wise to turn toward the world’s leading researcher on the science of what makes love work: John Gottman. This book has sold over 1 million copies and it’s easy to see why. Big Ideas we explore: How Gottman can predict divorce with 91% accuracy (in < 15 minutes), a quick look at the 7 principles, the power of cherishing your partner, turning toward (and not being a tech rat), how to solve the solvable problems and starting “I love you” with the “I.”"
Relationships,Nonviolent Communication,A Language of Life,Marshall B. Rosenberg,Philosopher's Notes,"Nonviolent Communication has sold over 1,000,000 copies. Why? It works. There are four key components to NVC: Observations + Feelings + Needs + Requests. In this Note, we'll take a quick look at each of them along with some other Big Ideas to communicate more compassionately."
Relationships,Self-Compassion,The Proven Power of Being Kind to Yourself,"Kristin Neff, Ph.D.",Philosopher's Notes,"Kristin Neff established self-compassion as a field of study almost a decade ago—bringing the Buddhist practice of self-compassion into her labs so the benefits could be empirically validated. In this Note, we explore the three core elements of self-compassion (self-kindness + common humanity + mindfulness) and why it's so important for us to cultivate!"
Relationships,Love 2.0,Finding Happiness and Health in Moments of Connection,Barbara Fredrickson,Philosopher's Notes,"Ready to upgrade your vision of love? Then you’re in for a treat with this fantastic book by Barbara Fredrickson. Barbara is one of the world’s leading positive psychologists. The book is incredibly well-written, deeply inspiring and incredibly practical as well. In fact, I just told Alexandra that this book might be the one that most positively impacts my life. Big Ideas we explore include: Love 1.0 vs. Love 2.0, taking a trip to Vagus, identifying our prevailing desire, #1 tip: create 3 loving moments today, exiting our cocoon of self-absorption via loving-kindness meditation, and Love 2.0 x 2: compassionate + celebratory love."
Relationships,The Art of Loving,,Erich Fromm,Philosopher's Notes,"Erich Fromm, a leading 20th century psychologist, tells us that love is an art--and that if we want to master love then we need to study it like we would any other art we want to master. In this Note, we’ll explore some Big Ideas on how to rock both the theory and the practice of love. Big Ideas include moving from “falling in” love to “STANDING in” love plus the need to get rid of the illusions of a perfect relationship. If you’re looking for more love in your life, you’ll dig it."
Relationships,Emotional Intelligence,The Groundbreaking Book That Redefines What it Means to be Smart,Daniel Goleman,Philosopher's Notes,"One of the classics of Positive Psychology, Daniel Goleman’s Emotional Intelligence established the fact that IQ doesn't account for why some of us succeed and function well and others don't. In this Note, we'll explore some (really) Big Ideas on how to scientifically get our emotional intelligence on—from the power of delaying gratification to how worrying can act as self-fulfilling prophecies."
Relationships,No Sweat,How the Simple Science of Motivation Can Bring You a Lifetime of Fitness,"Michelle Segar, Ph.D.",Philosopher's Notes,"Dr. Michelle Segar is the world’s leading authority on what motivates people to choose and maintain healthy behaviors. As you’d imagine, Dr. Segar has some *really* powerful ideas on, as the sub-title suggests, “How the simple science of motivation can bring you a lifetime of fitness.” Big Ideas we explore include the importance of meaning, moving exercise from a chore to a gift and embracing a learning mindset."
Relationships,Your Life Is Your Message,"Finding Harmony With Yourself, Others, and the Earth",Eknath Easwaran,Philosopher's Notes,"Eknath Easwaran is one of my favorite teachers and one of the most beloved spiritual teachers of the 20th century. He walked with Gandhi in his native India and shows us to be the change while making our life our message. We'll explore how to change the gears of our thinking, detox from mas media and engage in practical idealism."
Relationships,The Way to Love,The Last Meditations of Anthony de Mello,Anthony de Mello,Philosopher's Notes,"This is a tiny little pocket book featuring thirty-one inspiring, challenging meditations on how to love by Anthony de Mello, a mystical Jesuit priest who also wrote the great book Awareness that we cover. The book is a powerful, challenging look at how to break free from our conditioning, reprogram our minds and truly love. Big Ideas we explore include what it means to love, enjoying the symphony of life (by no longer clinging or renouncing), the art of looking (How are you THAT?), how to create freedom to make a fool of yourself, plus effort, effortlessness and fun."
Relationships,"Love, Medicine and Miracles",,Bernie S. Siegel,Philosopher's Notes,"Dr. Bernie Siegel has been a groundbreaking pioneer in the field of mind-body medicine and teaches us the power of love, self-acceptance and believing in ourselves in this classic. In the Note, we'll explore the power of placebo, embracing our perfectly imperfect selves, figuring out who we want to be when we grow up and other such goodness to help us become our highest, healthiest selves."
Relationships,The Dark Side of the Light Chasers,"Reclaiming Your Power, Creativity, Brilliance and Dreams",Debbie Ford,Philosopher's Notes,"How's your shadow? (You know, that part of yourself you just don't like too much that you try to repress/ignore/etc.) Debbie Ford's great book is a classic at helping us shine some light on our dark spots and live more fully integrated, authentic, compassionate and creative lives and in this Note, we'll have fun looking at how to find the gold in the dark."
Relationships,A Complaint Free World,How to Stop Complaining and Start Enjoying the Life You Always Wanted,Will Bowen,Philosopher's Notes,"Will Bowen committed to going 21-days without complaining, criticizing or gossiping and challenged his congregation to do the same. 7 million purple bracelets later, Bowen created a little revolution and in this Note, we’ll check out some Big Ideas on how to quit getting your complaint on. And why you should care. Big Ideas range from shutting down the complaint factory to the fact that we’re all self-made—but only the successful will admit it."
